Node	Similar	rank-distance
18840	18840	0.0
18840	218921	0.004262634553015232
18840	75752	0.005996908061206341
18840	14885	0.006222169380635023
18840	14947	0.00797340925782919
18840	18838	0.008328464813530445
18840	218918	0.01289436873048544
18840	75569	0.01451808586716652
18840	14912	0.017850292846560478
18840	135215	0.018051570281386375
18840	218716	0.01828974485397339
18840	222398	0.01894715242087841
18840	213668	0.02099030092358589
18840	75570	0.021050063893198967
18840	74017	0.02261444553732872
18840	218919	0.024059941992163658
18840	218959	0.025777753442525864
18840	75568	0.026325302198529243
18840	218924	0.028606977313756943
18840	218968	0.02875792793929577
271959	271959	0.0
271959	271953	0.0
271959	271956	0.0
271959	271955	0.0
271959	271960	0.0
271959	271962	1.1920928955078125e-07
271959	271957	1.1920928955078125e-07
271959	271950	1.1920928955078125e-07
271959	271951	1.2287812012345967e-07
271959	271963	1.2990531672585348e-07
271959	271952	1.2990531672585348e-07
271959	271964	1.2990531672585348e-07
271959	271961	1.3328003944934608e-07
271959	46978	0.014647899195551872
271959	219050	0.015449292957782745
271959	75765	0.01579030603170395
271959	219229	0.01630202867090702
271959	246704	0.017507892102003098
271959	219223	0.018167316913604736
271959	14906	0.018292099237442017
271793	271793	0.0
271793	14908	0.0022160662338137627
271793	216653	0.0028763827867805958
271793	219244	0.005599660333245993
271793	218447	0.008816875517368317
271793	219238	0.009652592241764069
271793	219229	0.009827799163758755
271793	246704	0.01007662434130907
271793	219043	0.010460232384502888
271793	75756	0.011498937383294106
271793	219245	0.011502956971526146
271793	219235	0.011783077381551266
271793	83600	0.012274802662432194
271793	219246	0.01338941976428032
271793	46978	0.015367463231086731
271793	75754	0.016030939295887947
271793	75613	0.01621491089463234
271793	75612	0.01621491089463234
271793	75614	0.01621491089463234
271793	75611	0.01621491089463234
75583	75583	0.0
75583	137530	0.013809499330818653
75583	34878	0.014572884887456894
75583	14919	0.01688186451792717
75583	14920	0.01688186451792717
75583	213148	0.017973029986023903
75583	218730	0.020326634868979454
75583	34845	0.022040842100977898
75583	75575	0.02358389087021351
75583	218724	0.024171965196728706
75583	14917	0.024975504726171494
75583	14918	0.024975504726171494
75583	34706	0.028186021372675896
75583	137381	0.03231405094265938
75583	212320	0.035269513726234436
75583	1086	0.035709790885448456
75583	34998	0.03640584275126457
75583	34591	0.04020640254020691
75583	218731	0.04283897578716278
75583	36310	0.04371316358447075
137380	137380	0.0
137380	218894	0.006309886462986469
137380	127422	0.006490300875157118
137380	34883	0.006637091748416424
137380	137034	0.009035078808665276
137380	862	0.009717404842376709
137380	860	0.010189296677708626
137380	218729	0.010388434864580631
137380	14916	0.010706565342843533
137380	14888	0.010756617411971092
137380	219312	0.010864811949431896
137380	35000	0.011524192057549953
137380	246689	0.012790062464773655
137380	225468	0.01326419971883297
137380	34034	0.013339799828827381
137380	75541	0.013383575715124607
137380	137529	0.015554714947938919
137380	34440	0.016797028481960297
137380	35002	0.01753070205450058
137380	34302	0.017559094354510307
35884	35884	0.0
35884	818	0.00480513134971261
35884	218722	0.004847639240324497
35884	14926	0.005805083084851503
35884	14935	0.010151511989533901
35884	218726	0.01215475145727396
35884	807	0.015459377318620682
35884	218728	0.015616538003087044
35884	14964	0.015796510502696037
35884	34046	0.016569670289754868
35884	218723	0.017184067517518997
35884	137038	0.017404820770025253
35884	34045	0.022970277816057205
35884	34843	0.02847706899046898
35884	648	0.029409589245915413
35884	34898	0.02987944707274437
35884	1027	0.030621442943811417
35884	75573	0.030890410766005516
35884	34903	0.03137127310037613
35884	1264	0.03142750263214111
75610	75610	0.0
75610	75609	1.1920928955078125e-07
75610	267625	0.006258971057832241
75610	135214	0.008861425332725048
75610	215905	0.010384099557995796
75610	75687	0.012024253606796265
75610	1260	0.015209106728434563
75610	136986	0.015217544510960579
75610	136985	0.015217544510960579
75610	246625	0.016998786479234695
75610	115095	0.01931747980415821
75610	15464	0.020195752382278442
75610	219245	0.02022741548717022
75610	219215	0.0204668790102005
75610	271823	0.020553279668092728
75610	219043	0.020852379500865936
75610	271842	0.021577754989266396
75610	219106	0.022266503423452377
75610	75613	0.02244536764919758
75610	75612	0.02244536764919758
137124	137124	0.0
137124	653	0.002750436309725046
137124	34551	0.016463803127408028
137124	645	0.020011931657791138
137124	137381	0.031753309071063995
137124	135200	0.034496456384658813
137124	34557	0.037781741470098495
137124	218724	0.04026936739683151
137124	75575	0.051345571875572205
137124	135196	0.051720160990953445
137124	352630	0.052420683205127716
137124	75583	0.06401423364877701
137124	213148	0.06761223077774048
137124	34442	0.07417865097522736
137124	34591	0.07653769850730896
137124	137530	0.07691199332475662
137124	34878	0.0783400610089302
137124	34845	0.07841531187295914
137124	14919	0.07976999133825302
137124	14920	0.07976999133825302
127354	127354	0.0
127354	75605	0.0038993246853351593
127354	75606	0.0038993279449641705
127354	136979	0.003973562736064196
127354	271617	0.004986493848264217
127354	271841	0.005445901304483414
127354	135218	0.0055715483613312244
127354	219217	0.005864561069756746
127354	75631	0.0063882917165756226
127354	271844	0.00879151001572609
127354	75728	0.012475554831326008
127354	136984	0.014145437628030777
127354	218389	0.014767225831747055
127354	136978	0.01570957340300083
127354	18839	0.01634848117828369
127354	278926	0.016699839383363724
127354	218446	0.016928745433688164
127354	75763	0.0173361636698246
127354	75617	0.01749301888048649
127354	1132	0.017505619674921036
215685	215685	0.0
215685	246616	0.004819546826183796
215685	246613	0.004865598864853382
215685	34897	0.004893120378255844
215685	14924	0.0057722823694348335
215685	137036	0.005976309068500996
215685	354534	0.00599453691393137
215685	215688	0.00720337824895978
215685	218977	0.00731307826936245
215685	137392	0.0077803656458854675
215685	35888	0.00802974309772253
215685	1246	0.00953461043536663
215685	75602	0.009649109095335007
215685	806	0.010317937470972538
215685	1081	0.010366116650402546
215685	34312	0.010808738879859447
215685	856	0.011457701213657856
215685	34199	0.011761428788304329
215685	861	0.011893034912645817
215685	213172	0.0123776625841856
218978	218978	0.0
218978	218922	0.014038552530109882
218978	218759	0.015228048898279667
218978	75753	0.018949713557958603
218978	218920	0.02259070985019207
218978	14915	0.02374322898685932
218978	75567	0.02413064055144787
218978	222400	0.02539823390543461
218978	222399	0.025833677500486374
218978	75764	0.025923030450940132
218978	246761	0.02600734680891037
218978	135132	0.026210296899080276
218978	135133	0.026210298761725426
218978	14929	0.02785179577767849
218978	74019	0.0279636662453413
218978	137837	0.028231682255864143
218978	216533	0.028992723673582077
218978	218760	0.03163512796163559
218978	137836	0.03212805837392807
218978	37147	0.03265565633773804
581	581	0.0
581	580	0.0
581	646	0.0
581	650	0.0
581	644	0.0
581	643	0.0
581	662	0.0
581	1130	0.0
581	563	0.0
581	553	0.0
581	218674	0.0
581	219234	0.0
581	219247	0.0
581	642	0.0
581	585	0.0
581	566	0.0
581	570	0.0
581	560	0.0
581	559	0.0
581	564	0.0
651	651	0.0
651	647	0.001325382967479527
651	273288	0.010356754995882511
651	1087	0.016461815685033798
651	654	0.018436599522829056
651	34522	0.0185193233191967
651	216680	0.01974090002477169
651	218732	0.02270226925611496
651	36322	0.02638615481555462
651	1249	0.02984379045665264
651	218719	0.031804926693439484
651	34668	0.033959247171878815
651	137848	0.036622513085603714
651	137394	0.039245765656232834
651	849	0.040944796055555344
651	661	0.04120730981230736
651	665	0.04284672066569328
651	34590	0.04507387802004814
651	34518	0.046030327677726746
651	34655	0.04605691134929657
216891	216891	0.0
216891	222630	0.0026910705491900444
