Node	Similar	rank-distance
271953	271944	0.16790467500686646
271953	271946	0.16790467500686646
271953	271937	0.18247069418430328
271953	271941	0.18247070908546448
271953	271938	0.18247070908546448
271953	271948	0.18247070908546448
127345	127345	0.0
127345	127344	0.011651864275336266
127345	137022	0.020597191527485847
127345	833	0.022047635167837143
127345	75586	0.03291676193475723
127345	1139	0.03327317535877228
127345	354663	0.057565633207559586
127345	824	0.05816081538796425
127345	835	0.07165843993425369
127345	216879	0.07878169417381287
127345	215693	0.08154094964265823
127345	215687	0.09522891044616699
127345	14888	0.09549067169427872
127345	127346	0.0988067165017128
127345	216884	0.10291742533445358
127345	37187	0.10925158858299255
127345	868	0.12065180391073227
127345	827	0.12191352248191833
127345	1026	0.12335556745529175
127345	127342	0.12365355342626572
833	833	0.0
833	137022	0.00145044329110533
833	127344	0.010395770892500877
833	127345	0.022047635167837143
833	354663	0.03551799803972244
833	824	0.036113180220127106
833	835	0.04961080476641655
833	75586	0.054964397102594376
833	1139	0.05532081052660942
833	215687	0.07318127155303955
833	216884	0.08086978644132614
833	868	0.09860417246818542
833	216879	0.10082933306694031
833	1026	0.1013079360127449
833	215693	0.10358858853578568
833	14888	0.11753830313682556
833	127346	0.12085434794425964
833	246612	0.12967585027217865
833	37187	0.13129922747612
833	35890	0.13782429695129395
218727	218727	0.0
218727	34551	0.003923487849533558
218727	135217	0.0042359731160104275
218727	127424	0.005927698686718941
218727	1081	0.006038947030901909
218727	1082	0.007740829139947891
218727	34313	0.009862340055406094
218727	137608	0.016427230089902878
218727	14964	0.016482410952448845
218727	611	0.017384232953190804
218727	219312	0.017558738589286804
218727	212321	0.017681609839200974
218727	34898	0.017997341230511665
218727	849	0.019848564639687538
218727	137848	0.020519640296697617
218727	857	0.02244371362030506
218727	844	0.02250758372247219
218727	807	0.02305939979851246
218727	1264	0.02482047863304615
218727	14926	0.025725562125444412
135202	135202	0.0
135202	1034	0.0016166958957910538
135202	135193	0.004845509771257639
135202	135201	0.0052898661233484745
135202	135191	0.008937078528106213
135202	137381	0.015437538735568523
135202	271887	0.0196063332259655
135202	75573	0.020934652537107468
135202	137020	0.021067585796117783
135202	135190	0.025230439379811287
135202	135203	0.026191357523202896
135202	128654	0.03148585930466652
135202	135200	0.03200554847717285
135202	135194	0.03427165374159813
135202	273288	0.03584691137075424
135202	137124	0.03614584729075432
135202	649	0.03643730655312538
135202	137530	0.036501843482255936
135202	35889	0.03923770785331726
135202	651	0.03963260352611542
14931	14931	0.0
14931	215686	0.0005042754346504807
14931	213055	0.0026637099217623472
14931	34469	0.0034835527185350657
14931	34449	0.0034835536498576403
14931	803	0.0035552941262722015
14931	34451	0.005521418992429972
14931	34471	0.005521422252058983
14931	213296	0.0058820839039981365
14931	34883	0.005980886984616518
14931	14918	0.007377941627055407
14931	14917	0.007377960253506899
14931	34036	0.008291564881801605
14931	137394	0.008294286206364632
14931	1064	0.009807647205889225
14931	34201	0.010093346238136292
14931	216661	0.010487392544746399
14931	215691	0.015449870377779007
14931	35887	0.016724059358239174
14931	617	0.01840607076883316
271944	271944	0.0
271944	271946	0.0
271944	271939	2.9802322387695312e-08
271944	271612	0.057129111140966415
271944	271610	0.057129111140966415
271944	271949	0.06864651292562485
271944	271943	0.06864652037620544
271944	271935	0.06864652782678604
271944	271937	0.08014242351055145
271944	271941	0.08014243841171265
271944	271938	0.08014243841171265
271944	271948	0.08014243841171265
271944	271942	0.08014244586229324
271944	219273	0.08934088796377182
271944	75657	0.09518630057573318
271944	267507	0.09607487916946411
271944	219216	0.09911244362592697
271944	18841	0.10027165710926056
271944	219211	0.10053882747888565
271944	352595	0.10145914554595947
3649	3649	0.0
3649	819	0.00698120566084981
3649	246611	0.01103249005973339
3649	225448	0.01646883226931095
3649	219249	0.02125297300517559
3649	246610	0.027013983577489853
3649	216894	0.02811303548514843
3649	246337	0.035043518990278244
3649	825	0.03977281600236893
3649	246730	0.0416436605155468
3649	355023	0.04478781670331955
3649	34930	0.0450950525701046
3649	216886	0.04531743377447128
3649	36314	0.05221303552389145
3649	34842	0.05284480005502701
3649	26275	0.05413864552974701
3649	35888	0.054789043962955475
3649	34044	0.055351756513118744
3649	855	0.05660734325647354
3649	34621	0.060519028455019
580	581	0.0
580	580	0.0
580	646	0.0
580	650	0.0
580	644	0.0
580	643	0.0
580	662	0.0
580	1130	0.0
580	563	0.0
580	553	0.0
580	218674	0.0
580	219234	0.0
580	219247	0.0
580	642	0.0
580	585	0.0
580	566	0.0
580	570	0.0
580	560	0.0
580	559	0.0
580	564	0.0
646	581	0.0
646	580	0.0
646	646	0.0
646	650	0.0
646	644	0.0
646	643	0.0
646	662	0.0
646	1130	0.0
646	563	0.0
646	553	0.0
646	218674	0.0
646	219234	0.0
646	219247	0.0
646	642	0.0
646	585	0.0
646	566	0.0
646	570	0.0
646	560	0.0
646	559	0.0
646	564	0.0
650	581	0.0
650	580	0.0
650	646	0.0
650	650	0.0
650	644	0.0
650	643	0.0
650	662	0.0
650	1130	0.0
650	563	0.0
650	553	0.0
650	218674	0.0
650	219234	0.0
650	219247	0.0
650	642	0.0
650	585	0.0
650	566	0.0
650	570	0.0
650	560	0.0
650	559	0.0
650	564	0.0
644	581	0.0
644	580	0.0
644	646	0.0
644	650	0.0
644	644	0.0
644	643	0.0
644	662	0.0
644	1130	0.0
644	563	0.0
644	553	0.0
644	218674	0.0
644	219234	0.0
644	219247	0.0
644	642	0.0
644	585	0.0
644	566	0.0
644	570	0.0
644	560	0.0
644	559	0.0
644	564	0.0
643	581	0.0
643	580	0.0
643	646	0.0
643	650	0.0
643	644	0.0
643	643	0.0
643	662	0.0
643	1130	0.0
643	563	0.0
643	553	0.0
643	218674	0.0
643	219234	0.0
643	219247	0.0
643	642	0.0
643	585	0.0
643	566	0.0
643	570	0.0
643	560	0.0
643	559	0.0
643	564	0.0
662	581	0.0
662	580	0.0
662	646	0.0
662	650	0.0
662	644	0.0
662	643	0.0
662	662	0.0
662	1130	0.0
662	563	0.0
662	553	0.0
662	218674	0.0
662	219234	0.0
662	219247	0.0
662	642	0.0
662	585	0.0
662	566	0.0
662	570	0.0
662	560	0.0
662	559	0.0
662	564	0.0
1130	581	0.0
1130	580	0.0
1130	646	0.0
1130	650	0.0
1130	644	0.0
1130	643	0.0
1130	662	0.0
1130	1130	0.0
1130	563	0.0
1130	553	0.0
1130	218674	0.0
1130	219234	0.0
1130	219247	0.0
1130	642	0.0
1130	585	0.0
1130	566	0.0
1130	570	0.0
1130	560	0.0
1130	559	0.0
1130	564	0.0
563	581	0.0
563	580	0.0
563	646	0.0
563	650	0.0
563	644	0.0
563	643	0.0
563	662	0.0
563	1130	0.0
563	563	0.0
563	553	0.0
563	218674	0.0
563	219234	0.0
563	219247	0.0
563	642	0.0
563	585	0.0
563	566	0.0
563	570	0.0
563	560	0.0
563	559	0.0
563	564	0.0
553	581	0.0
553	580	0.0
553	646	0.0
553	650	0.0
553	644	0.0
553	643	0.0
553	662	0.0
553	1130	0.0
553	563	0.0
553	553	0.0
553	218674	0.0
553	219234	0.0
553	219247	0.0
553	642	0.0
553	585	0.0
553	566	0.0
553	570	0.0
553	560	0.0
553	559	0.0
553	564	0.0
218674	581	0.0
218674	580	0.0
218674	646	0.0
218674	650	0.0
218674	644	0.0
218674	643	0.0
218674	662	0.0
218674	1130	0.0
218674	563	0.0
218674	553	0.0
218674	218674	0.0
218674	219234	0.0
218674	219247	0.0
218674	642	0.0
218674	585	0.0
218674	566	0.0
218674	570	0.0
218674	560	0.0
218674	559	0.0
218674	564	0.0
219234	581	0.0
219234	580	0.0
219234	646	0.0
219234	650	0.0
219234	644	0.0
219234	643	0.0
219234	662	0.0
219234	1130	0.0
219234	563	0.0
219234	553	0.0
219234	218674	0.0
219234	219234	0.0
219234	219247	0.0
219234	642	0.0
219234	585	0.0
219234	566	0.0
219234	570	0.0
219234	560	0.0
219234	559	0.0
219234	564	0.0
219247	581	0.0
219247	580	0.0
219247	646	0.0
219247	650	0.0
219247	644	0.0
219247	643	0.0
219247	662	0.0
219247	1130	0.0
219247	563	0.0
219247	553	0.0
219247	218674	0.0
219247	219234	0.0
219247	219247	0.0
219247	642	0.0
219247	585	0.0
219247	566	0.0
219247	570	0.0
219247	560	0.0
219247	559	0.0
219247	564	0.0
642	581	0.0
642	580	0.0
642	646	0.0
642	650	0.0
642	644	0.0
642	643	0.0
642	662	0.0
642	1130	0.0
642	563	0.0
642	553	0.0
642	218674	0.0
642	219234	0.0
642	219247	0.0
642	642	0.0
642	585	0.0
642	566	0.0
642	570	0.0
642	560	0.0
642	559	0.0
642	564	0.0
585	581	0.0
585	580	0.0
585	646	0.0
585	650	0.0
585	644	0.0
585	643	0.0
585	662	0.0
585	1130	0.0
585	563	0.0
585	553	0.0
585	218674	0.0
585	219234	0.0
585	219247	0.0
585	642	0.0
585	585	0.0
585	566	0.0
585	570	0.0
585	560	0.0
585	559	0.0
585	564	0.0
566	581	0.0
566	580	0.0
566	646	0.0
566	650	0.0
566	644	0.0
566	643	0.0
566	662	0.0
566	1130	0.0
566	563	0.0
566	553	0.0
566	218674	0.0
566	219234	0.0
566	219247	0.0
566	642	0.0
566	585	0.0
566	566	0.0
566	570	0.0
566	560	0.0
566	559	0.0
566	564	0.0
570	581	0.0
570	580	0.0
570	646	0.0
570	650	0.0
570	644	0.0
570	643	0.0
570	662	0.0
570	1130	0.0
570	563	0.0
570	553	0.0
570	218674	0.0
570	219234	0.0
570	219247	0.0
570	642	0.0
570	585	0.0
570	566	0.0
570	570	0.0
570	560	0.0
570	559	0.0
570	564	0.0
560	581	0.0
560	580	0.0
560	646	0.0
560	650	0.0
560	644	0.0
560	643	0.0
560	662	0.0
560	1130	0.0
560	563	0.0
560	553	0.0
560	218674	0.0
560	219234	0.0
560	219247	0.0
560	642	0.0
560	585	0.0
560	566	0.0
560	570	0.0
560	560	0.0
560	559	0.0
560	564	0.0
559	581	0.0
559	580	0.0
559	646	0.0
559	650	0.0
559	644	0.0
559	643	0.0
559	662	0.0
559	1130	0.0
559	563	0.0
559	553	0.0
559	218674	0.0
559	219234	0.0
559	219247	0.0
559	642	0.0
559	585	0.0
559	566	0.0
559	570	0.0
559	560	0.0
559	559	0.0
559	564	0.0
564	581	0.0
564	580	0.0
564	646	0.0
564	650	0.0
564	644	0.0
564	643	0.0
564	662	0.0
564	1130	0.0
564	563	0.0
564	553	0.0
564	218674	0.0
564	219234	0.0
564	219247	0.0
564	642	0.0
564	585	0.0
564	566	0.0
564	570	0.0
564	560	0.0
564	559	0.0
564	564	0.0
575	581	0.0
575	580	0.0
575	646	0.0
575	650	0.0
575	644	0.0
575	643	0.0
575	662	0.0
575	1130	0.0
575	563	0.0
575	553	0.0
575	218674	0.0
575	219234	0.0
575	219247	0.0
575	642	0.0
575	585	0.0
575	566	0.0
575	570	0.0
575	560	0.0
575	559	0.0
575	564	0.0
573	581	0.0
573	580	0.0
573	646	0.0
573	650	0.0
573	644	0.0
573	643	0.0
573	662	0.0
573	1130	0.0
573	563	0.0
573	553	0.0
573	218674	0.0
573	219234	0.0
573	219247	0.0
573	642	0.0
573	585	0.0
573	566	0.0
573	570	0.0
573	560	0.0
573	559	0.0
573	564	0.0
582	581	0.0
582	580	0.0
582	646	0.0
582	650	0.0
582	644	0.0
582	643	0.0
582	662	0.0
582	1130	0.0
582	563	0.0
582	553	0.0
582	218674	0.0
582	219234	0.0
582	219247	0.0
582	642	0.0
582	585	0.0
582	566	0.0
582	570	0.0
582	560	0.0
582	559	0.0
582	564	0.0
576	581	0.0
576	580	0.0
576	646	0.0
576	650	0.0
576	644	0.0
576	643	0.0
576	662	0.0
576	1130	0.0
576	563	0.0
576	553	0.0
576	218674	0.0
576	219234	0.0
576	219247	0.0
576	642	0.0
576	585	0.0
576	566	0.0
576	570	0.0
576	560	0.0
576	559	0.0
576	564	0.0
554	581	0.0
554	580	0.0
554	646	0.0
554	650	0.0
554	644	0.0
554	643	0.0
554	662	0.0
554	1130	0.0
554	563	0.0
554	553	0.0
554	218674	0.0
554	219234	0.0
554	219247	0.0
554	642	0.0
554	585	0.0
554	566	0.0
554	570	0.0
554	560	0.0
554	559	0.0
554	564	0.0
572	581	0.0
572	580	0.0
572	646	0.0
572	650	0.0
572	644	0.0
572	643	0.0
572	662	0.0
572	1130	0.0
572	563	0.0
572	553	0.0
572	218674	0.0
572	219234	0.0
572	219247	0.0
572	642	0.0
572	585	0.0
572	566	0.0
572	570	0.0
572	560	0.0
572	559	0.0
572	564	0.0
555	581	0.0
555	580	0.0
555	646	0.0
555	650	0.0
555	644	0.0
555	643	0.0
555	662	0.0
555	1130	0.0
555	563	0.0
555	553	0.0
555	218674	0.0
555	219234	0.0
555	219247	0.0
555	642	0.0
555	585	0.0
555	566	0.0
555	570	0.0
555	560	0.0
555	559	0.0
555	564	0.0
588	581	0.0
588	580	0.0
588	646	0.0
588	650	0.0
588	644	0.0
588	643	0.0
588	662	0.0
588	1130	0.0
588	563	0.0
588	553	0.0
588	218674	0.0
588	219234	0.0
588	219247	0.0
588	642	0.0
588	585	0.0
588	566	0.0
588	570	0.0
588	560	0.0
588	559	0.0
588	564	0.0
137024	137024	0.0
137024	34589	0.00372842769138515
137024	34965	0.004708053078502417
137024	805	0.007670299150049686
137024	246691	0.008668027818202972
137024	246692	0.008668175898492336
137024	34601	0.008672138676047325
137024	34621	0.008672154508531094
137024	855	0.012583838775753975
137024	35888	0.014402139000594616
137024	36314	0.016978148370981216
137024	1066	0.018166109919548035
137024	137026	0.021460631862282753
137024	34930	0.024096127599477768
137024	355023	0.024403367191553116
137024	75641	0.02743818238377571
137024	75633	0.02743818238377571
137024	75640	0.02743818238377571
137024	75653	0.02743818424642086
137024	75644	0.02743818424642086
657	581	0.0
657	580	0.0
657	646	0.0
657	650	0.0
657	644	0.0
657	643	0.0
657	662	0.0
657	1130	0.0
657	563	0.0
657	553	0.0
657	218674	0.0
657	219234	0.0
657	219247	0.0
657	642	0.0
657	585	0.0
657	566	0.0
657	570	0.0
657	560	0.0
657	559	0.0
657	564	0.0
659	581	0.0
659	580	0.0
659	646	0.0
659	650	0.0
659	644	0.0
659	643	0.0
659	662	0.0
659	1130	0.0
659	563	0.0
659	553	0.0
659	218674	0.0
659	219234	0.0
659	219247	0.0
659	642	0.0
659	585	0.0
659	566	0.0
659	570	0.0
659	560	0.0
659	559	0.0
659	564	0.0
567	581	0.0
567	580	0.0
567	646	0.0
567	650	0.0
567	644	0.0
567	643	0.0
567	662	0.0
567	1130	0.0
567	563	0.0
567	553	0.0
567	218674	0.0
567	219234	0.0
567	219247	0.0
567	642	0.0
567	585	0.0
567	566	0.0
567	570	0.0
567	560	0.0
567	559	0.0
567	564	0.0
589	581	0.0
589	580	0.0
589	646	0.0
589	650	0.0
589	644	0.0
589	643	0.0
589	662	0.0
589	1130	0.0
589	563	0.0
589	553	0.0
589	218674	0.0
589	219234	0.0
589	219247	0.0
589	642	0.0
589	585	0.0
589	566	0.0
589	570	0.0
589	560	0.0
589	559	0.0
589	564	0.0
658	581	0.0
658	580	0.0
658	646	0.0
658	650	0.0
658	644	0.0
658	643	0.0
658	662	0.0
658	1130	0.0
658	563	0.0
658	553	0.0
658	218674	0.0
658	219234	0.0
658	219247	0.0
658	642	0.0
658	585	0.0
658	566	0.0
658	570	0.0
658	560	0.0
658	559	0.0
658	564	0.0
578	581	0.0
578	580	0.0
578	646	0.0
578	650	0.0
578	644	0.0
578	643	0.0
578	662	0.0
578	1130	0.0
578	563	0.0
578	553	0.0
578	218674	0.0
578	219234	0.0
578	219247	0.0
578	642	0.0
578	585	0.0
578	566	0.0
578	570	0.0
578	560	0.0
578	559	0.0
578	564	0.0
75695	581	0.0
75695	580	0.0
75695	646	0.0
75695	650	0.0
75695	644	0.0
75695	643	0.0
75695	662	0.0
75695	1130	0.0
75695	563	0.0
75695	553	0.0
75695	218674	0.0
75695	219234	0.0
75695	219247	0.0
75695	642	0.0
75695	585	0.0
75695	566	0.0
75695	570	0.0
75695	560	0.0
75695	559	0.0
75695	564	0.0
590	581	0.0
590	580	0.0
590	646	0.0
590	650	0.0
590	644	0.0
590	643	0.0
590	662	0.0
590	1130	0.0
590	563	0.0
590	553	0.0
590	218674	0.0
590	219234	0.0
590	219247	0.0
590	642	0.0
590	585	0.0
590	566	0.0
590	570	0.0
590	560	0.0
590	559	0.0
590	564	0.0
579	581	0.0
579	580	0.0
579	646	0.0
579	650	0.0
579	644	0.0
579	643	0.0
579	662	0.0
579	1130	0.0
579	563	0.0
579	553	0.0
579	218674	0.0
579	219234	0.0
579	219247	0.0
579	642	0.0
579	585	0.0
579	566	0.0
579	570	0.0
579	560	0.0
579	559	0.0
579	564	0.0
558	581	0.0
558	580	0.0
558	646	0.0
558	650	0.0
558	644	0.0
558	643	0.0
558	662	0.0
558	1130	0.0
558	563	0.0
558	553	0.0
558	218674	0.0
558	219234	0.0
558	219247	0.0
558	642	0.0
558	585	0.0
558	566	0.0
558	570	0.0
558	560	0.0
558	559	0.0
558	564	0.0
569	581	0.0
569	580	0.0
569	646	0.0
569	650	0.0
569	644	0.0
569	643	0.0
569	662	0.0
569	1130	0.0
569	563	0.0
569	553	0.0
569	218674	0.0
569	219234	0.0
569	219247	0.0
569	642	0.0
569	585	0.0
569	566	0.0
569	570	0.0
569	560	0.0
569	559	0.0
569	564	0.0
583	581	0.0
583	580	0.0
583	646	0.0
583	650	0.0
583	644	0.0
583	643	0.0
583	662	0.0
583	1130	0.0
583	563	0.0
583	553	0.0
583	218674	0.0
583	219234	0.0
583	219247	0.0
583	642	0.0
583	585	0.0
583	566	0.0
583	570	0.0
583	560	0.0
583	559	0.0
583	564	0.0
561	581	0.0
561	580	0.0
561	646	0.0
561	650	0.0
561	644	0.0
561	643	0.0
561	662	0.0
561	1130	0.0
561	563	0.0
561	553	0.0
561	218674	0.0
561	219234	0.0
561	219247	0.0
561	642	0.0
561	585	0.0
561	566	0.0
561	570	0.0
561	560	0.0
561	559	0.0
561	564	0.0
137030	137030	0.0
137030	820	0.0020080036483705044
137030	34466	0.0032789187971502542
137030	34533	0.004271203186362982
137030	34552	0.004271207842975855
137030	814	0.004888289608061314
137030	34443	0.005121616180986166
137030	34549	0.0053061218932271
137030	136977	0.007197647355496883
137030	34704	0.007441584020853043
137030	34438	0.007690517231822014
137030	607	0.008176581934094429
137030	34650	0.008265563286840916
137030	34669	0.008265563286840916
137030	34664	0.008272198028862476
137030	35005	0.008332999423146248
137030	609	0.009099260903894901
137030	75601	0.009585660882294178
137030	1246	0.009642698802053928
137030	34506	0.009712453931570053
137029	137029	0.0
137029	246689	0.00037158915074542165
137029	34694	0.0017051267204806209
137029	34377	0.0019488201942294836
137029	34043	0.002323823980987072
137029	34586	0.0024673391599208117
137029	218955	0.0027565951459109783
137029	34665	0.003955226391553879
137029	34646	0.003955226391553879
137029	14962	0.004323489498347044
137029	34902	0.0044731516391038895
137029	35882	0.005161975044757128
137029	34706	0.006336257793009281
137029	246316	0.007151562720537186
137029	273242	0.007217756472527981
137029	34785	0.007251563016325235
137029	34597	0.008590763434767723
137029	34617	0.008590765297412872
137029	75541	0.009493399411439896
137029	34479	0.010230482555925846
137035	137035	0.0
137035	137609	0.0021947254426777363
137035	34885	0.0023265033960342407
137035	34668	0.0025925927329808474
137035	14933	0.0029890553560107946
137035	75541	0.004850031342357397
137035	613	0.005401099566370249
137035	34617	0.005752664525061846
137035	34597	0.005752666387706995
137035	34785	0.00709186727181077
