Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
BioPlex_2017	RPL5	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	IGHMBP2
BioPlex_2017	APBB2	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	APP
BioPlex_2017	TSSC1	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	TCP1
BioPlex_2017	ARL6IP5	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	RTN1
BioPlex_2017	C21orf59	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	SERPINA12
BioPlex_2017	IVL	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	UGT1A10
BioPlex_2017	VHL	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	CUL2
BioPlex_2017	IL31RA	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	DSG4
BioPlex_2017	TSPAN17	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	TM2D3
BioPlex_2017	TGM1	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	B3GALNT1
BioPlex_2017	OAZ3	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	DSG4
BioPlex_2017	HCCS	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	MPZL1
BioPlex_2017	TEX264	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	SNX14
BioPlex_2017	ATP2B3	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	TSPAN5
BioPlex_2017	MORF4L2	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	ASH1L
BioPlex_2017	CDK4	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	HSP90AA1
BioPlex_2017	TCF4	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	ID1
BioPlex_2017	RRP12	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	SCN3B
BioPlex_2017	SRP68	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	EPB41L2
BioPlex_2017	PSMD11	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	PSMD7
BioPlex_2017	SS18	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	SMARCD2
BioPlex_2017	MDM2	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	RPL10A
BioPlex_2017	INPPL1	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	PPM1A
BioPlex_2017	ZNF703	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	NR1D2
BioPlex_2017	ARL10	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	MAS1
BioPlex_2017	DCAF4	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	HSPD1
BioPlex_2017	GP1BB	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	TSPAN5
BioPlex_2017	COMMD10	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	FAM45A
BioPlex_2017	DHFRL1	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	SERPINA6
BioPlex_2017	IFI30	1/23	0.7670690154147983	1.0	0	0	0.7086921087133694	0.1879299108315333	MRPS7
BioPlex_2017	CAPZA2	2/45	0.7721497338919766	1.0	0	0	0.7244408222403332	0.1873235837694368	CNOT2;CCDC53
BioPlex_2017	ZNF2	3/66	0.7786951395194555	1.0	0	0	0.740905386382159	0.1853268564917913	DDX24;PRPF4B;MRPS7
BioPlex_2017	TUBB	1/24	0.7813756930851481	1.0	0	0	0.6791632708503124	0.16754903811701002	EML1
BioPlex_2017	CDK3	1/24	0.7813756930851481	1.0	0	0	0.6791632708503124	0.16754903811701002	HSP90AA1
BioPlex_2017	RBM14-RBM4	1/24	0.7813756930851481	1.0	0	0	0.6791632708503124	0.16754903811701002	APBB3
BioPlex_2017	DCAF8	1/24	0.7813756930851481	1.0	0	0	0.6791632708503124	0.16754903811701002	TCP1
BioPlex_2017	GNAI3	1/24	0.7813756930851481	1.0	0	0	0.6791632708503124	0.16754903811701002	RGS14
BioPlex_2017	PCGF2	1/24	0.7813756930851481	1.0	0	0	0.6791632708503124	0.16754903811701002	CBX2
BioPlex_2017	SLC6A15	1/24	0.7813756930851481	1.0	0	0	0.6791632708503124	0.16754903811701002	GOLGA5
BioPlex_2017	DPF3	1/24	0.7813756930851481	1.0	0	0	0.6791632708503124	0.16754903811701002	SMARCD2
BioPlex_2017	KIAA1279	1/24	0.7813756930851481	1.0	0	0	0.6791632708503124	0.16754903811701002	KIF3C
BioPlex_2017	PPP3CC	1/24	0.7813756930851481	1.0	0	0	0.6791632708503124	0.16754903811701002	IGFBP6
BioPlex_2017	FSTL1	1/24	0.7813756930851481	1.0	0	0	0.6791632708503124	0.16754903811701002	TM2D3
BioPlex_2017	AMD1	1/24	0.7813756930851481	1.0	0	0	0.6791632708503124	0.16754903811701002	DOK3
BioPlex_2017	RAD21	1/24	0.7813756930851481	1.0	0	0	0.6791632708503124	0.16754903811701002	SMC1A
BioPlex_2017	C1orf43	1/24	0.7813756930851481	1.0	0	0	0.6791632708503124	0.16754903811701002	TMEM9B
BioPlex_2017	GLB1	1/24	0.7813756930851481	1.0	0	0	0.6791632708503124	0.16754903811701002	DNAJB1
BioPlex_2017	TRIM68	1/24	0.7813756930851481	1.0	0	0	0.6791632708503124	0.16754903811701002	GRAP2
BioPlex_2017	CTNNA3	1/24	0.7813756930851481	1.0	0	0	0.6791632708503124	0.16754903811701002	APC
BioPlex_2017	ARFGAP1	1/24	0.7813756930851481	1.0	0	0	0.6791632708503124	0.16754903811701002	AP2S1
BioPlex_2017	TMEM9B	1/24	0.7813756930851481	1.0	0	0	0.6791632708503124	0.16754903811701002	DCAKD
BioPlex_2017	FAM83H	1/24	0.7813756930851481	1.0	0	0	0.6791632708503124	0.16754903811701002	NEFL
BioPlex_2017	HAO2	1/24	0.7813756930851481	1.0	0	0	0.6791632708503124	0.16754903811701002	PPM1A
BioPlex_2017	SPACA1	2/46	0.7826026808606501	1.0	0	0	0.7086921087133694	0.17372179839797766	TM2D3;MPZL1
BioPlex_2017	TSPYL6	2/46	0.7826026808606501	1.0	0	0	0.7086921087133694	0.17372179839797766	DDX24;WDR20
BioPlex_2017	LUC7L2	2/46	0.7826026808606501	1.0	0	0	0.7086921087133694	0.17372179839797766	PAIP2B;ZC3H14
BioPlex_2017	PSMB9	2/47	0.7926319351762552	1.0	0	0	0.6936135532088297	0.16119322850698958	PSMD7;PSMC1
BioPlex_2017	FAM174A	2/47	0.7926319351762552	1.0	0	0	0.6936135532088297	0.16119322850698958	OPA1;COQ5
BioPlex_2017	TRIM11	2/47	0.7926319351762552	1.0	0	0	0.6936135532088297	0.16119322850698958	PSMD7;BTN3A3
BioPlex_2017	POLR1C	1/25	0.7948043160112197	1.0	0	0	0.6519967400162999	0.14973713969563027	ROCK2
BioPlex_2017	ZNF669	1/25	0.7948043160112197	1.0	0	0	0.6519967400162999	0.14973713969563027	LRP4
BioPlex_2017	RABGEF1	1/25	0.7948043160112197	1.0	0	0	0.6519967400162999	0.14973713969563027	SLMAP
BioPlex_2017	RHOA	1/25	0.7948043160112197	1.0	0	0	0.6519967400162999	0.14973713969563027	ARHGEF2
BioPlex_2017	C20orf20	1/25	0.7948043160112197	1.0	0	0	0.6519967400162999	0.14973713969563027	UBR7
BioPlex_2017	DHRS7	1/25	0.7948043160112197	1.0	0	0	0.6519967400162999	0.14973713969563027	SCN3B
BioPlex_2017	ZBBX	1/25	0.7948043160112197	1.0	0	0	0.6519967400162999	0.14973713969563027	LRP4
BioPlex_2017	XPO7	1/25	0.7948043160112197	1.0	0	0	0.6519967400162999	0.14973713969563027	MAS1
BioPlex_2017	TRMT2A	1/25	0.7948043160112197	1.0	0	0	0.6519967400162999	0.14973713969563027	DICER1
BioPlex_2017	L3MBTL1	1/25	0.7948043160112197	1.0	0	0	0.6519967400162999	0.14973713969563027	CBX2
BioPlex_2017	SRRM2	1/25	0.7948043160112197	1.0	0	0	0.6519967400162999	0.14973713969563027	EPB41L2
BioPlex_2017	HEPHL1	1/25	0.7948043160112197	1.0	0	0	0.6519967400162999	0.14973713969563027	OAZ3
BioPlex_2017	HEATR3	1/25	0.7948043160112197	1.0	0	0	0.6519967400162999	0.14973713969563027	TMEM186
BioPlex_2017	FAM8A1	1/25	0.7948043160112197	1.0	0	0	0.6519967400162999	0.14973713969563027	SDCBP
BioPlex_2017	PPP1CC	3/68	0.7956512340070818	1.0	0	0	0.7191140514885661	0.1643854001043053	PPP1CB;PPP1R2;NUP153
BioPlex_2017	DKK3	2/48	0.8022500912160602	1.0	0	0	0.6791632708503124	0.14964336137726442	GOSR2;HSPD1
BioPlex_2017	FAM167A	2/48	0.8022500912160602	1.0	0	0	0.6791632708503124	0.14964336137726442	DTNA;CDC42BPB
BioPlex_2017	RPS14	3/69	0.8037142506997483	1.0	0	0	0.7086921087133694	0.1548573633489604	DDX24;PRPF4B;RPL10A
BioPlex_2017	APOD	1/26	0.8074087322717662	1.0	0	0	0.6269199423233653	0.13411400872897128	FCRL1
BioPlex_2017	CSNK1D	1/26	0.8074087322717662	1.0	0	0	0.6269199423233653	0.13411400872897128	TDP1
BioPlex_2017	C16orf70	1/26	0.8074087322717662	1.0	0	0	0.6269199423233653	0.13411400872897128	SERPINA3
BioPlex_2017	EIF2AK3	1/26	0.8074087322717662	1.0	0	0	0.6269199423233653	0.13411400872897128	SCN3B
BioPlex_2017	SEC22B	1/26	0.8074087322717662	1.0	0	0	0.6269199423233653	0.13411400872897128	GOSR2
BioPlex_2017	APLF	1/26	0.8074087322717662	1.0	0	0	0.6269199423233653	0.13411400872897128	TDP1
BioPlex_2017	POTEB	1/26	0.8074087322717662	1.0	0	0	0.6269199423233653	0.13411400872897128	TRIM23
BioPlex_2017	KCNC4	1/26	0.8074087322717662	1.0	0	0	0.6269199423233653	0.13411400872897128	DNAJB1
BioPlex_2017	ADAM21	1/26	0.8074087322717662	1.0	0	0	0.6269199423233653	0.13411400872897128	GOLGA5
BioPlex_2017	SYP	1/26	0.8074087322717662	1.0	0	0	0.6269199423233653	0.13411400872897128	TMEM186
BioPlex_2017	HIST1H3A	1/26	0.8074087322717662	1.0	0	0	0.6269199423233653	0.13411400872897128	UBR7
BioPlex_2017	TULP2	1/26	0.8074087322717662	1.0	0	0	0.6269199423233653	0.13411400872897128	LEO1
BioPlex_2017	PPP2R2C	1/26	0.8074087322717662	1.0	0	0	0.6269199423233653	0.13411400872897128	TCP1
BioPlex_2017	PDZD8	1/26	0.8074087322717662	1.0	0	0	0.6269199423233653	0.13411400872897128	TMEM9B
BioPlex_2017	SLC1A1	1/26	0.8074087322717662	1.0	0	0	0.6269199423233653	0.13411400872897128	BRP44
BioPlex_2017	MRS2	1/26	0.8074087322717662	1.0	0	0	0.6269199423233653	0.13411400872897128	MINPP1
BioPlex_2017	CALML5	1/26	0.8074087322717662	1.0	0	0	0.6269199423233653	0.13411400872897128	UGT1A10
BioPlex_2017	AP2A1	1/26	0.8074087322717662	1.0	0	0	0.6269199423233653	0.13411400872897128	AP2S1
BioPlex_2017	C12orf59	1/26	0.8074087322717662	1.0	0	0	0.6269199423233653	0.13411400872897128	PTPRD
BioPlex_2017	PTH1R	1/26	0.8074087322717662	1.0	0	0	0.6269199423233653	0.13411400872897128	OPA1
BioPlex_2017	ZCCHC17	1/26	0.8074087322717662	1.0	0	0	0.6269199423233653	0.13411400872897128	ZC3H14
BioPlex_2017	PSMB3	2/49	0.8114697941724146	1.0	0	0	0.6653027959349999	0.138987152960028	PSMD7;PSMC1
BioPlex_2017	PMEL	2/49	0.8114697941724146	1.0	0	0	0.6653027959349999	0.138987152960028	PTPRD;SNX14
BioPlex_2017	ARRDC1	1/27	0.8192394902882207	1.0	0	0	0.6037006852002776	0.12036513021251677	RCOR1
BioPlex_2017	LYG2	1/27	0.8192394902882207	1.0	0	0	0.6037006852002776	0.12036513021251677	OAZ3
BioPlex_2017	TMEM214	1/27	0.8192394902882207	1.0	0	0	0.6037006852002776	0.12036513021251677	DLK1
BioPlex_2017	DNM3	1/27	0.8192394902882207	1.0	0	0	0.6037006852002776	0.12036513021251677	TMEM9B
BioPlex_2017	ZSCAN12	1/27	0.8192394902882207	1.0	0	0	0.6037006852002776	0.12036513021251677	SERPINA12
BioPlex_2017	RTN4	1/27	0.8192394902882207	1.0	0	0	0.6037006852002776	0.12036513021251677	RTN1
BioPlex_2017	TNFSF9	1/27	0.8192394902882207	1.0	0	0	0.6037006852002776	0.12036513021251677	SCN3B
BioPlex_2017	PSMB1	1/27	0.8192394902882207	1.0	0	0	0.6037006852002776	0.12036513021251677	PSMD7
BioPlex_2017	DCAF11	1/27	0.8192394902882207	1.0	0	0	0.6037006852002776	0.12036513021251677	TCP1
BioPlex_2017	YARS2	1/27	0.8192394902882207	1.0	0	0	0.6037006852002776	0.12036513021251677	HSPD1
BioPlex_2017	CCL22	1/27	0.8192394902882207	1.0	0	0	0.6037006852002776	0.12036513021251677	PPM1A
BioPlex_2017	DKFZp686O24166	1/27	0.8192394902882207	1.0	0	0	0.6037006852002776	0.12036513021251677	GRK6
BioPlex_2017	MECP2	4/92	0.823544514431034	1.0	0	0	0.7086921087133694	0.1375838387421736	DDX24;TAF1A;URB2;RPL10A
BioPlex_2017	ZNF512	3/72	0.8263108826878296	1.0	0	0	0.6791632708503124	0.12957362467963554	DDX24;TAF1A;URB2
BioPlex_2017	C16orf88	2/51	0.8287643580449868	1.0	0	0	0.6392124902120587	0.1200565144963672	DDX24;RPL10A
BioPlex_2017	COMMD3	1/28	0.830344040753479	1.0	0	0	0.5821399464431248	0.10822863962269008	FAM45A
BioPlex_2017	SLC4A8	1/28	0.830344040753479	1.0	0	0	0.5821399464431248	0.10822863962269008	SNX14
BioPlex_2017	SLC19A2	1/28	0.830344040753479	1.0	0	0	0.5821399464431248	0.10822863962269008	DLK1
BioPlex_2017	RG9MTD3	1/28	0.830344040753479	1.0	0	0	0.5821399464431248	0.10822863962269008	MRPS7
BioPlex_2017	AMY1C	1/28	0.830344040753479	1.0	0	0	0.5821399464431248	0.10822863962269008	B3GALNT1
BioPlex_2017	TMPRSS3	1/28	0.830344040753479	1.0	0	0	0.5821399464431248	0.10822863962269008	DCAKD
BioPlex_2017	FGFR1	1/28	0.830344040753479	1.0	0	0	0.5821399464431248	0.10822863962269008	SCN3B
BioPlex_2017	C2orf29	1/28	0.830344040753479	1.0	0	0	0.5821399464431248	0.10822863962269008	CNOT2
BioPlex_2017	TRAF2	1/28	0.830344040753479	1.0	0	0	0.5821399464431248	0.10822863962269008	TMEM9B
BioPlex_2017	DNAJB9	1/28	0.830344040753479	1.0	0	0	0.5821399464431248	0.10822863962269008	APP
BioPlex_2017	SLC22A16	1/28	0.830344040753479	1.0	0	0	0.5821399464431248	0.10822863962269008	SLC29A1
BioPlex_2017	WDR83	3/73	0.8333318376130927	1.0	0	0	0.6698596644003081	0.12213105915520925	TCP1;ARHGEF2;SH2B2
BioPlex_2017	NXF2	2/52	0.8368643108654585	1.0	0	0	0.6269199423233653	0.11165026349184473	NUP153;ASH1L
BioPlex_2017	NPY2R	2/52	0.8368643108654585	1.0	0	0	0.6269199423233653	0.11165026349184473	OPA1;COQ5
BioPlex_2017	DTNBP1	3/74	0.8401071606358974	1.0	0	0	0.6608075067732769	0.11512973177547405	NHSL2;DTNA;CCDC53
BioPlex_2017	GPR183	1/29	0.8407669261590986	1.0	0	0	0.5620661551864654	0.09748520155703368	GRK6
BioPlex_2017	ISY1	1/29	0.8407669261590986	1.0	0	0	0.5620661551864654	0.09748520155703368	WSB2
BioPlex_2017	CLEC11A	1/29	0.8407669261590986	1.0	0	0	0.5620661551864654	0.09748520155703368	GALC
BioPlex_2017	APBA3	1/29	0.8407669261590986	1.0	0	0	0.5620661551864654	0.09748520155703368	APP
BioPlex_2017	COMMD1	1/29	0.8407669261590986	1.0	0	0	0.5620661551864654	0.09748520155703368	FAM45A
BioPlex_2017	NPTX1	1/29	0.8407669261590986	1.0	0	0	0.5620661551864654	0.09748520155703368	TM2D3
BioPlex_2017	HSP90AA4P	1/29	0.8407669261590986	1.0	0	0	0.5620661551864654	0.09748520155703368	RPS6KA5
BioPlex_2017	LACRT	1/29	0.8407669261590986	1.0	0	0	0.5620661551864654	0.09748520155703368	FN3KRP
BioPlex_2017	HCFC2	1/29	0.8407669261590986	1.0	0	0	0.5620661551864654	0.09748520155703368	TCP1
BioPlex_2017	C16orf58	1/29	0.8407669261590986	1.0	0	0	0.5620661551864654	0.09748520155703368	SDCBP
BioPlex_2017	TNF	1/29	0.8407669261590986	1.0	0	0	0.5620661551864654	0.09748520155703368	TM2D3
BioPlex_2017	HSP90AB4P	1/29	0.8407669261590986	1.0	0	0	0.5620661551864654	0.09748520155703368	RNMT
BioPlex_2017	FOXD4	1/29	0.8407669261590986	1.0	0	0	0.5620661551864654	0.09748520155703368	DLAT
BioPlex_2017	HERC2	1/29	0.8407669261590986	1.0	0	0	0.5620661551864654	0.09748520155703368	DNAJA1
BioPlex_2017	RAB6B	1/29	0.8407669261590986	1.0	0	0	0.5620661551864654	0.09748520155703368	GDI2
BioPlex_2017	PMF1	1/29	0.8407669261590986	1.0	0	0	0.5620661551864654	0.09748520155703368	KIF21B
BioPlex_2017	TMPRSS11B	2/53	0.8446159166521795	1.0	0	0	0.6150912641663207	0.1038724863306983	TM9SF2;MPZL1
BioPlex_2017	CAMKV	2/53	0.8446159166521795	1.0	0	0	0.6150912641663207	0.1038724863306983	RIT1;ZC3H14
BioPlex_2017	ASPH	1/30	0.8505499590996778	1.0	0	0	0.5433306166802501	0.0879500831368962	SERPINA12
BioPlex_2017	DEF8	1/30	0.8505499590996778	1.0	0	0	0.5433306166802501	0.0879500831368962	ATG2B
BioPlex_2017	QPRT	1/30	0.8505499590996778	1.0	0	0	0.5433306166802501	0.0879500831368962	SMARCD2
BioPlex_2017	NCKIPSD	1/30	0.8505499590996778	1.0	0	0	0.5433306166802501	0.0879500831368962	RAB11FIP5
BioPlex_2017	CST4	1/30	0.8505499590996778	1.0	0	0	0.5433306166802501	0.0879500831368962	B3GALNT1
BioPlex_2017	TRIM41	1/30	0.8505499590996778	1.0	0	0	0.5433306166802501	0.0879500831368962	DICER1
BioPlex_2017	HRAS	1/30	0.8505499590996778	1.0	0	0	0.5433306166802501	0.0879500831368962	MTHFD2
BioPlex_2017	CST6	1/30	0.8505499590996778	1.0	0	0	0.5433306166802501	0.0879500831368962	B3GALNT1
BioPlex_2017	MRPS27	1/30	0.8505499590996778	1.0	0	0	0.5433306166802501	0.0879500831368962	MRPS7
BioPlex_2017	SNX21	1/30	0.8505499590996778	1.0	0	0	0.5433306166802501	0.0879500831368962	ATG2B
BioPlex_2017	ATP5F1	1/30	0.8505499590996778	1.0	0	0	0.5433306166802501	0.0879500831368962	HSPD1
BioPlex_2017	IL20RA	1/30	0.8505499590996778	1.0	0	0	0.5433306166802501	0.0879500831368962	PTPRD
BioPlex_2017	BMPR1A	1/30	0.8505499590996778	1.0	0	0	0.5433306166802501	0.0879500831368962	MAS1
BioPlex_2017	RBFOX2	1/30	0.8505499590996778	1.0	0	0	0.5433306166802501	0.0879500831368962	PUM2
BioPlex_2017	SMARCC2	1/30	0.8505499590996778	1.0	0	0	0.5433306166802501	0.0879500831368962	SMARCD2
BioPlex_2017	SPAG9	1/30	0.8505499590996778	1.0	0	0	0.5433306166802501	0.0879500831368962	TPM3
BioPlex_2017	ATP2B4	1/30	0.8505499590996778	1.0	0	0	0.5433306166802501	0.0879500831368962	DLK1
BioPlex_2017	LRP5	1/30	0.8505499590996778	1.0	0	0	0.5433306166802501	0.0879500831368962	SERPINA12
BioPlex_2017	FAM196A	1/30	0.8505499590996778	1.0	0	0	0.5433306166802501	0.0879500831368962	OPA1
BioPlex_2017	HECTD3	1/30	0.8505499590996778	1.0	0	0	0.5433306166802501	0.0879500831368962	SERPINA5
BioPlex_2017	SNX27	2/54	0.8520313886023682	1.0	0	0	0.6037006852002776	0.09667174484520848	SERPINA3;SERPINA1
BioPlex_2017	MRAP2	2/54	0.8520313886023682	1.0	0	0	0.6037006852002776	0.09667174484520848	GRK6;RDH14
BioPlex_2017	VSIG1	2/54	0.8520313886023682	1.0	0	0	0.6037006852002776	0.09667174484520848	URB2;COQ5
BioPlex_2017	HDAC1	4/97	0.8534448194545395	1.0	0	0	0.67216158764567	0.10652039819661087	GATAD1;TCP1;RCOR1;SAP30
BioPlex_2017	IPPK	4/97	0.8534448194545395	1.0	0	0	0.67216158764567	0.10652039819661087	GOLGA5;SNX14;TMEM186;MPZL1
BioPlex_2017	ELAVL2	4/98	0.8588796218571655	1.0	0	0	0.6653027959349999	0.10121018868211984	PAIP2B;MATR3;ZC3H14;PUM2
BioPlex_2017	PCDHGB4	2/55	0.8591227538118426	1.0	0	0	0.5927243091057272	0.09000131232160566	PTPRD;SDCBP
BioPlex_2017	FCGRT	2/55	0.8591227538118426	1.0	0	0	0.5927243091057272	0.09000131232160566	LRP4;MPZL1
BioPlex_2017	TNFRSF1A	2/55	0.8591227538118426	1.0	0	0	0.5927243091057272	0.09000131232160566	SLMAP;GRK6
BioPlex_2017	SLC2A12	2/55	0.8591227538118426	1.0	0	0	0.5927243091057272	0.09000131232160566	ATL2;TM2D3
BioPlex_2017	FYTTD1	1/31	0.8597323895821879	1.0	0	0	0.5258038225937902	0.07946689437335902	RPL10A
BioPlex_2017	LPXN	1/31	0.8597323895821879	1.0	0	0	0.5258038225937902	0.07946689437335902	PAK1
BioPlex_2017	RPL15	1/31	0.8597323895821879	1.0	0	0	0.5258038225937902	0.07946689437335902	DICER1
BioPlex_2017	TADA3	1/31	0.8597323895821879	1.0	0	0	0.5258038225937902	0.07946689437335902	TAF6L
BioPlex_2017	BIRC2	1/31	0.8597323895821879	1.0	0	0	0.5258038225937902	0.07946689437335902	TMEM9B
BioPlex_2017	CA14	1/31	0.8597323895821879	1.0	0	0	0.5258038225937902	0.07946689437335902	DNM1L
BioPlex_2017	YWHAG	1/31	0.8597323895821879	1.0	0	0	0.5258038225937902	0.07946689437335902	EPB41L2
BioPlex_2017	NR2F2	1/31	0.8597323895821879	1.0	0	0	0.5258038225937902	0.07946689437335902	TM2D3
BioPlex_2017	UBR1	1/31	0.8597323895821879	1.0	0	0	0.5258038225937902	0.07946689437335902	POLDIP3
BioPlex_2017	RAP1GDS1	1/31	0.8597323895821879	1.0	0	0	0.5258038225937902	0.07946689437335902	RAC1
BioPlex_2017	OBSL1	1/31	0.8597323895821879	1.0	0	0	0.5258038225937902	0.07946689437335902	APP
BioPlex_2017	ASPM	1/31	0.8597323895821879	1.0	0	0	0.5258038225937902	0.07946689437335902	MOAP1
BioPlex_2017	DCAF7	1/31	0.8597323895821879	1.0	0	0	0.5258038225937902	0.07946689437335902	TCP1
BioPlex_2017	ASB7	1/31	0.8597323895821879	1.0	0	0	0.5258038225937902	0.07946689437335902	ZFAND2B
BioPlex_2017	CHCHD10	1/31	0.8597323895821879	1.0	0	0	0.5258038225937902	0.07946689437335902	PRRC2A
BioPlex_2017	NDUFS3	1/31	0.8597323895821879	1.0	0	0	0.5258038225937902	0.07946689437335902	NDUFS2
BioPlex_2017	RPL36AL	1/31	0.8597323895821879	1.0	0	0	0.5258038225937902	0.07946689437335902	RPL10A
BioPlex_2017	BTRC	3/78	0.8648741679548029	1.0	0	0	0.6269199423233653	0.09101075368604472	EML5;APC;CNOT2
BioPlex_2017	POTEF	2/56	0.8659018301375428	1.0	0	0	0.5821399464431248	0.08381868492476219	MAS1;CACNG3
BioPlex_2017	FBXL4	1/32	0.8683510615356058	1.0	0	0	0.5093724531377343	0.07190260661950201	DSG4
BioPlex_2017	F9	1/32	0.8683510615356058	1.0	0	0	0.5093724531377343	0.07190260661950201	YY1
BioPlex_2017	SNAP29	1/32	0.8683510615356058	1.0	0	0	0.5093724531377343	0.07190260661950201	TRAF3
BioPlex_2017	NDUFA8	1/32	0.8683510615356058	1.0	0	0	0.5093724531377343	0.07190260661950201	NDUFS2
BioPlex_2017	ZG16B	1/32	0.8683510615356058	1.0	0	0	0.5093724531377343	0.07190260661950201	B3GALNT1
BioPlex_2017	CAV3	1/32	0.8683510615356058	1.0	0	0	0.5093724531377343	0.07190260661950201	TM2D3
BioPlex_2017	USP7	1/32	0.8683510615356058	1.0	0	0	0.5093724531377343	0.07190260661950201	ARL6IP4
BioPlex_2017	LRFN4	1/32	0.8683510615356058	1.0	0	0	0.5093724531377343	0.07190260661950201	CAPN6
BioPlex_2017	ATG9A	1/32	0.8683510615356058	1.0	0	0	0.5093724531377343	0.07190260661950201	ZFAND2B
BioPlex_2017	MRPS15	1/32	0.8683510615356058	1.0	0	0	0.5093724531377343	0.07190260661950201	MRPS7
BioPlex_2017	KLHDC2	1/32	0.8683510615356058	1.0	0	0	0.5093724531377343	0.07190260661950201	CUL2
BioPlex_2017	LTBR	2/57	0.8723802064657066	1.0	0	0	0.5719269649265788	0.07808515049494899	SDCBP;TRAF3
BioPlex_2017	RPL37A	4/101	0.8741621013562891	1.0	0	0	0.6455413267488118	0.0868184978994332	MYEF2;DDX24;TAF1A;RPL10A
BioPlex_2017	TNFSF13B	1/33	0.8764405604848893	1.0	0	0	0.4939369242547727	0.06514355858889129	ITGAV
BioPlex_2017	PLK1	1/33	0.8764405604848893	1.0	0	0	0.4939369242547727	0.06514355858889129	CACNG3
BioPlex_2017	TMEM30A	1/33	0.8764405604848893	1.0	0	0	0.4939369242547727	0.06514355858889129	APP
BioPlex_2017	MAGEA1	1/33	0.8764405604848893	1.0	0	0	0.4939369242547727	0.06514355858889129	NAP1L3
BioPlex_2017	IGHA1	1/33	0.8764405604848893	1.0	0	0	0.4939369242547727	0.06514355858889129	FN3KRP
BioPlex_2017	STX6	1/33	0.8764405604848893	1.0	0	0	0.4939369242547727	0.06514355858889129	GOSR2
BioPlex_2017	CDK19	1/33	0.8764405604848893	1.0	0	0	0.4939369242547727	0.06514355858889129	IGFBP6
BioPlex_2017	NRG1	1/33	0.8764405604848893	1.0	0	0	0.4939369242547727	0.06514355858889129	TM2D3
BioPlex_2017	NKAP	1/33	0.8764405604848893	1.0	0	0	0.4939369242547727	0.06514355858889129	EPB41L2
BioPlex_2017	COG6	2/58	0.8785692264077563	1.0	0	0	0.5620661551864654	0.07276540694589284	DTNA;CCDC53
BioPlex_2017	ILF2	1/34	0.8840333520008727	1.0	0	0	0.479409367659044	0.05909223287234348	PUM2
BioPlex_2017	COMMD8	1/34	0.8840333520008727	1.0	0	0	0.479409367659044	0.05909223287234348	FAM45A
BioPlex_2017	PSMD7	1/34	0.8840333520008727	1.0	0	0	0.479409367659044	0.05909223287234348	PSMC1
BioPlex_2017	SRC	1/34	0.8840333520008727	1.0	0	0	0.479409367659044	0.05909223287234348	SLC29A1
BioPlex_2017	SUSD4	1/34	0.8840333520008727	1.0	0	0	0.479409367659044	0.05909223287234348	ITGAV
BioPlex_2017	HNRPLL	1/34	0.8840333520008727	1.0	0	0	0.479409367659044	0.05909223287234348	MINPP1
BioPlex_2017	RPL13	1/34	0.8840333520008727	1.0	0	0	0.479409367659044	0.05909223287234348	MRPL1
